activity_0_cnt,activity_1_cnt,activity_2_cnt,activity_3_cnt,activity_4_cnt,text_change_0_cnt,text_change_1_cnt,text_change_2_cnt,text_change_3_cnt,text_change_4_cnt,text_change_5_cnt,text_change_6_cnt,text_change_7_cnt,text_change_8_cnt,text_change_9_cnt,text_change_10_cnt,text_change_11_cnt,text_change_12_cnt,text_change_13_cnt,down_event_0_cnt,down_event_1_cnt,down_event_2_cnt,down_event_3_cnt,down_event_4_cnt,down_event_5_cnt,down_event_6_cnt,down_event_7_cnt,down_event_8_cnt,down_event_9_cnt,down_event_10_cnt,down_event_11_cnt,down_event_12_cnt,down_event_13_cnt,down_event_14_cnt,down_event_15_cnt,up_event_0_cnt,input_word_length_median,input_word_length_skew,down_time_mean,up_time_mean,down_time_std,up_time_std,cursor_position_std,word_count_std,down_time_median,up_time_median,action_time_median,cursor_position_median,word_count_median,down_time_min,up_time_min,action_time_min,cursor_position_min,word_count_min,down_time_max,down_time_quantile,up_time_quantile,action_time_quantile,cursor_position_quantile,word_count_quantile,activity,down_event,up_event,text_change,inter_key_largest_lantency,inter_key_median_lantency,mean_pause_time,std_pause_time,total_pause_time,pauses_half_sec,pauses_1_sec,pauses_1_half_sec,pauses_2_sec,pauses_3_sec,P-bursts_mean,P-bursts_std,P-bursts_count,P-bursts_median,P-bursts_max,P-bursts_first,P-bursts_last,R-bursts_mean,R-bursts_std,R-bursts_median,R-bursts_max,R-bursts_first,R-bursts_last,keys_per_second,product_to_keys,action_time_std,action_time_gap_min,action_time_gap_std,word_event_ratio,time_diff_Leftclick_std,time_diff_ArrowLeft_std,time_diff_ArrowUp_std,time_diff_Delete_std,time_diff_ArrowLeft_mean,time_diff_Shift_sum,time_diff_comma_sum,time_diff_Enter_sum,time_diff_q_median,time_diff_Leftclick_median,time_diff_ArrowDown_median,time_diff_Enter_median,time_diff_Leftclick_max,time_diff_ArrowUp_max,time_diff_Enter_max,cursor_position_diff_Backspace_std,cursor_position_diff_Shift_std,cursor_position_diff_comma_mean,cursor_position_diff_CapsLock_mean,cursor_position_diff_abostrove_mean,cursor_position_diff_Space_sum,cursor_position_diff_comma_median,cursor_position_diff_ArrowUp_median,cursor_position_diff_Delete_median,cursor_position_diff_Leftclick_max,cursor_position_diff_ArrowLeft_max,word_count_diff_q_std,word_count_diff_ArrowRight_std,word_count_diff_Enter_std,word_count_diff_dot_mean,word_count_diff_q_sum,time_diff_Remove/Cut_std,time_diff_Nonproduction_std,time_diff_Remove/Cut_mean,time_diff_Nonproduction_sum,time_diff_Replace_sum,time_diff_Replace_median,cursor_position_diff_Paste_mean,cursor_position_diff_Replace_median,word_len_count,word_len_mean,word_len_std,word_len_min,word_len_max,word_len_first,word_len_last,word_len_sem,word_len_q1,word_len_median,word_len_q3,word_len_skew,word_len_kurt,word_len_sum,word_len_ge_5_count,word_len_ge_6_count,word_len_ge_7_count,word_len_ge_8_count,word_len_ge_9_count,word_len_ge_10_count,word_len_ge_11_count,word_len_ge_12_count,sent_count,sent_len_mean,sent_len_std,sent_len_min,sent_len_max,sent_len_first,sent_len_last,sent_len_sem,sent_len_q1,sent_len_median,sent_len_q3,sent_len_skew,sent_len_kurt,sent_len_sum,sent_word_count_mean,sent_word_count_std,sent_word_count_min,sent_word_count_max,sent_word_count_first,sent_word_count_last,sent_word_count_sem,sent_word_count_q1,sent_word_count_median,sent_word_count_q3,sent_word_count_skew,sent_word_count_kurt,sent_word_count_sum,sent_len_ge_50_count,sent_len_ge_60_count,sent_len_ge_75_count,sent_len_ge_100_count,paragraph_count,paragraph_len_mean,paragraph_len_std,paragraph_len_min,paragraph_len_max,paragraph_len_first,paragraph_len_last,paragraph_len_sem,paragraph_len_q1,paragraph_len_median,paragraph_len_q3,paragraph_len_skew,paragraph_len_kurt,paragraph_len_sum,paragraph_word_count_mean,paragraph_word_count_std,paragraph_word_count_min,paragraph_word_count_max,paragraph_word_count_first,paragraph_word_count_last,paragraph_word_count_sem,paragraph_word_count_q1,paragraph_word_count_median,paragraph_word_count_q3,paragraph_word_count_skew,paragraph_word_count_kurt,paragraph_word_count_sum,word_len_ge_6_count_mp,word_len_ge_6_count_mt,word_len_ge_6_count_mi,word_len_ge_6_count_md,word_len_ge_6_count_mk
3946,530,87,2,0,3646,746,18,24,14,9,0,5,6,0,2,0,0,0,3212,663,530,66,0,21,0,18,20,0,0,10,0,8,0,0,3211,4.0,1.610005724953059,777464.0354874042,777558.3423877327,364718.7523664369,364717.90838114335,1045.5968202924091,167.90792099736896,806963.0,807053.0,91.0,1593.0,264.0,820,925,0,0,0,1749055,806963.0,807053.0,91.0,1593.0,264.0,4,16,17,16,88.19,0.058,0.1833353440571926,1.5672597651053584,820.6089999999941,95,40,18,22,32,90.38888888888889,152.9169729916559,54,52.5,1014,1014,69,5.520833333333333,8.051125016734478,3.0,61.0,3.0,3.0,2.5602145180636406,0.7587131367292225,47.01093312857729,-130.0,6132.276676659407,0.1257393209200438,88701.31073871338,,,,,105713,15467,22993,41.0,2000.0,,160.0,398513.0,,20249.0,0.0,0.0,1.0,,1.0,663,1.0,,,1148.0,,0.4080848762163513,,0.0,0.0,657,1069.760695718142,43037.56186353171,248.73396226415093,539800,1175,587.5,,-10.0,580,4.813793103448276,2.575254118343589,1,14,3,11,0.1069316070015816,3.0,4.0,6.0,0.9845953837040102,0.4907256122457051,2792,260,193,137,84,60,40.0,26.0,7.0,22,152.27272727272728,78.03490172638065,32,366,108,234,16.637096948804015,109.75,135.5,185.75,1.0023009619007237,1.5931045545042792,3350,26.363636363636363,13.32932840284895,5,65,17,42,2.8418223640265805,20.0,23.5,30.5,1.1634287434783392,2.432828875487994,580,21,19,19.0,17.0,4,847.5,459.6204956265549,235,1252,760,235,229.81024781327747,628.75,951.5,1170.25,-0.9507196553505648,-0.4139533442733363,3390,145.0,77.64019577512668,42,216,130,42,38.82009788756334,108.0,161.0,198.0,-0.9036289638524526,-0.3918074863201983,580,7720,2985131,386000.0,3860,3327.5862068965516
1780,237,398,1,0,1644,317,21,9,15,2,0,0,1,0,0,2,2,2,1446,284,232,244,31,5,61,21,8,25,17,15,0,2,5,0,1446,4.0,2.3345421413904712,603517.3120860927,603648.469370861,401106.7763018859,401114.3629323395,473.0356075379463,79.70792149098439,586520.5,586564.0,136.0,745.5,119.0,53017,53249,0,0,0,1833682,586622.0,586673.0,136.0,746.0,119.0,4,22,22,13,26.666,0.108,0.3268403569657911,0.966383238569034,659.2370000000006,157,79,34,16,25,60.26829268292683,87.45199379952521,41,33.0,543,543,13,2.443298969072165,2.0205665055712534,2.0,13.0,1.0,1.0,1.1326452854833284,0.7625185919682697,81.29178646901703,-224.0,13924.31856454728,0.1043046357615894,339180.86845749913,779.2390711807545,611.6427614605268,334.3176633084169,397.2622950819672,58944,2408,13185,91.0,5429.5,157.0,562.0,682914.0,2289.0,3886.0,0.0,0.0,1.0,,1.0,284,1.0,-72.0,0.0,0.0,-1.0,0.3898230121342078,0.0,0.0,0.0,270,1494.407124919329,34271.80599434337,753.1645569620254,822775,1385,1385.0,,-5.0,260,4.807692307692308,2.6554995860813198,1,16,6,10,0.1646870931806746,3.0,4.0,6.0,1.4369471428413518,2.983463062793429,1250,115,72,47,38,29,17.0,9.0,5.0,22,67.5,46.40171384355376,1,181,59,69,9.892878631573709,43.0,58.5,84.0,1.2216427118298154,1.6702619979785478,1485,11.681818181818182,8.402870051846874,1,31,8,12,1.7914979144968588,7.0,8.0,14.5,1.2961299074935122,1.181608969192764,257,13,10,7.0,3.0,8,190.375,189.26092155691157,10,448,60,300,66.91384052325368,11.75,159.5,330.75,0.3314358438347569,-1.9886072414781872,1523,32.375,33.49173672074096,1,77,8,50,11.841117074475218,1.0,27.0,56.25,0.3406039736106045,-1.995785375902697,259,5688,173376,390924.0,576,666.6666666666666
3182,62,477,0,0,2574,592,29,27,14,6,0,1,1,0,0,0,0,0,2529,582,62,451,0,26,0,25,26,0,0,12,0,6,0,0,2529,4.0,1.2459369068834747,950845.8938457404,950928.324375168,462051.83690209454,462051.0430190159,889.8386168743125,168.11624310586603,901318.0,901318.0,80.0,1521.0,279.0,4663,4778,0,0,0,1773898,901318.0,901318.0,80.0,1521.0,279.0,3,11,11,9,48.35,0.1565,0.3552244143033299,1.2417426760237564,1152.3480000000025,128,49,25,40,58,40.12820512820513,47.64652287618837,78,22.0,232,32,23,2.952380952380953,2.906478805637338,2.0,13.0,1.0,4.0,1.8334924357133129,0.9617755856966708,43.59184560427988,-95.0,1769.0540699510557,0.1539908626713249,12587.480552782064,,,,,96730,38934,31462,153.0,5401.0,,1073.5,63969.0,,11320.0,0.0,0.0,1.0,,1.0,582,1.0,,,274.0,,0.4024909644083573,,0.0,0.0,514,6221.111994717637,3727.722439509068,1778.5,311215,0,,,,576,4.368055555555555,2.280340257685518,1,15,5,11,0.0950141774035632,3.0,4.0,5.0,1.2056631152664303,1.7216739534839838,2516,225,130,97,64,35,19.0,9.0,6.0,20,153.6,105.09314164612566,28,420,204,111,23.49954086897511,75.75,110.0,235.5,0.94833201214502,0.3573244195299327,3072,28.8,19.302576866424094,6,79,35,21,4.316187401423915,13.75,21.0,45.25,1.032310046370062,0.6419953676889367,576,17,16,16.0,12.0,5,622.0,260.8581990277476,267,965,267,707,116.65933310284264,489.0,682.0,707.0,-0.138675454462095,0.1261032574429776,3110,115.4,49.782527055182726,47,182,47,126,22.2634229174222,93.0,126.0,129.0,-0.1085372844453923,0.5196012415487026,577,6370,5061420,702130.0,3380,830.6709265175718
2029,534,136,0,2,2004,404,40,75,9,15,0,0,0,2,0,0,0,0,1596,330,535,9,12,55,3,28,49,0,0,7,47,11,0,0,1596,4.0,2.988549642589046,688396.695668271,688508.4639022584,362391.2967538805,362397.1368565135,330.8085895767101,74.53243747166972,635521.0,635601.0,84.0,663.0,129.0,3101,3216,0,0,0,1585609,635521.0,635601.0,84.0,663.0,129.0,4,20,20,14,42.323,0.05,0.3118973858759251,1.9080654662721093,799.392999999996,99,35,16,20,40,46.90384615384615,35.70316601295208,52,40.5,148,30,1,4.272,9.280899567078263,1.0,79.0,2.0,1.0,1.6193600400322483,0.5559890753023801,554.5884169278571,-23469.0,3139.669564666443,0.0903369122547204,15164.172009282736,1393.3895124240505,,,1474.6666666666667,1944,31557,8244,24.0,3202.5,,455.0,100476.0,,5636.0,4.354804010173959,0.0,1.0,0.0,1.0,330,1.0,,,807.0,-1.0,0.4086974081019948,0.0,0.0,0.0,338,3250.4598156833326,10635.021675604374,563.1048689138577,578644,0,,46.5,,244,4.762295081967213,2.674535546582725,1,14,6,3,0.1712195933270373,3.0,4.0,6.0,1.2732744461846863,1.597230727620281,1162,100,78,50,36,25,14.0,10.0,8.0,15,92.73333333333332,40.73164208163804,31,159,76,122,10.516864763057688,55.0,97.0,123.5,-0.0629813214252726,-1.1585722251243964,1391,16.266666666666666,7.468664698656138,4,28,12,23,1.9284009330868304,9.5,17.0,22.5,-0.0468917386683532,-1.287221341061441,244,11,11,10.0,7.0,4,355.0,195.3441407704192,78,537,78,537,97.67207038520958,315.75,402.5,441.75,-1.341077120719973,2.515572697981749,1420,61.75,36.362755671153415,13,101,13,101,18.181377835576708,52.0,66.5,76.25,-0.7641587038272459,1.7964075384003326,247,2730,2461446,249795.0,3822,1560.0
1690,108,319,0,0,1168,529,39,6,32,4,6,0,0,0,0,0,0,3,1115,484,108,15,56,58,30,37,6,40,69,29,50,3,0,0,1115,4.0,0.7001179540811003,919170.0991969767,919257.1029759092,472893.4187146184,472893.0893720419,448.96994811042464,71.3554157251296,899530.0,899622.0,86.0,815.0,118.0,83058,83244,0,0,0,1830779,899530.0,899622.0,86.0,815.0,118.0,3,19,19,11,31.044,0.287,0.55801446051168,1.3517196449995876,1003.3100000000006,257,81,41,35,45,24.73611111111111,24.853368890895197,72,17.5,142,142,10,2.769230769230769,6.284741498940273,1.0,36.0,1.0,1.0,1.0285346870176957,0.8798665183537263,45.20893508809821,-71.0,2550.9980851844334,0.110533774208786,11066.86001080464,622.1908723287377,265.155465986221,,400.03333333333336,14325,9483,92712,325.0,2432.0,152.5,1004.0,57217.0,1845.0,31044.0,0.0,0.0,1.0,0.0,1.0,484,1.0,-19.0,,675.0,-1.0,0.4117979767371935,0.0,0.0,0.0,241,1076.264453732582,5640.922400115566,614.824074074074,560881,0,,,,254,4.25984251968504,2.2692743992766933,1,13,13,4,0.1423869395277568,3.0,4.0,5.0,1.008417535332945,0.9526420045656256,1082,86,60,41,29,14,7.0,3.0,2.0,35,38.6,38.16157599409309,1,139,133,10,6.450483663710678,13.0,21.0,56.0,1.2688960940018927,0.7611287151936503,1351,8.685714285714285,10.579590308345448,1,49,40,2,1.7882771524765468,2.5,4.0,11.5,2.5144635386148426,7.015454094563201,304,10,9,6.0,3.0,20,77.8,139.74472968124493,13,606,13,37,31.247871506459617,18.0,24.0,42.5,3.226432425805622,11.396634557459665,1556,22.95,37.97017527647608,1,152,1,38,8.490389303578239,3.75,7.0,17.75,2.51246330116793,6.7169550793475885,459,4860,568980,145920.0,360,209.05923344947738
3289,529,90,10,1,3054,658,33,32,13,11,6,9,0,0,0,0,0,0,2643,568,528,40,2,46,0,28,28,0,0,11,0,9,0,0,2643,4.0,1.6002200598189462,701810.147996938,701934.1995406991,490102.9205240304,490108.75365850754,731.5159082668781,129.95064777243155,660797.0,660970.0,122.0,800.0,237.0,18767,18860,0,0,0,1833750,660797.0,660970.0,122.0,800.0,237.0,5,15,15,21,44.518,0.0625,0.202375589313777,1.2262992754074336,772.6700000000009,80,35,10,13,38,74.9,69.262072549683,50,44.5,273,127,113,4.336065573770492,7.3412799295442355,2.0,58.0,2.0,1.0,2.1034642149390037,0.6854374017810372,114.5390183513922,-242.0,4900.417960449548,0.1145700433784128,41628.78438183237,,,,,51441,6120,11858,-14.0,8292.0,,225.0,283846.0,,5052.0,1.2185435916898848,0.0,1.0,,1.0,534,1.0,,,1886.0,,0.4108671231095632,0.0,0.0,0.0,485,1872.36308089404,30441.029102180437,426.6880907372401,791400,13321,971.0,64.0,-6.0,451,4.729490022172949,2.6098096068083425,1,16,10,7,0.1228911347745812,3.0,4.0,7.0,0.9882812586084866,0.6134664127838838,2133,196,144,115,61,48,32.0,15.0,4.0,20,128.25,50.80807540456329,21,211,21,114,11.361031041053865,98.75,126.0,164.25,-0.1542474145636238,-0.3458443900692698,2565,22.6,9.104076588337543,3,36,3,19,2.035733412388712,17.0,21.5,30.0,-0.2372213844799182,-0.3379541325812574,452,19,18,17.0,15.0,4,652.0,341.03470009174526,319,1129,319,588,170.51735004587263,508.75,580.0,723.25,1.190521751968089,2.3016356602697616,2608,114.75,58.18003666780099,56,195,56,100,29.090018333900492,89.0,104.0,129.75,1.05117524018195,2.0462500368529213,459,5040,881280,1194048.0,4032,2304.0
2848,258,59,6,0,2475,547,24,30,13,6,0,5,1,0,0,0,0,0,2274,506,258,30,0,29,0,23,29,0,0,11,0,6,0,0,2273,4.0,2.426023803147322,585604.3462630085,585700.8448438979,271637.6427166993,271643.20295170235,709.9896550380644,133.0756385075318,558506.0,558573.0,86.0,1286.0,225.0,14321,14402,0,0,0,1754492,558506.0,558573.0,86.0,1286.0,225.0,4,11,12,20,23.484,0.05,0.2082942691564706,1.007543435095092,646.9619999999979,85,33,14,16,41,55.07142857142857,60.932707187476936,56,32.0,311,84,66,2.774193548387097,3.20030240506596,2.0,24.0,1.0,1.0,1.7848328285118138,0.7205408886027045,87.36138862197788,-115.0,8726.760500056096,0.1327656890570797,89848.46858313975,,,,,113890,15892,10993,27.0,3837.0,,122.0,480616.0,,4484.0,11.905166756735738,0.0,0.8275862068965517,,1.0,506,1.0,,,823.0,,0.4273377972179639,,0.0,0.0,460,2091.4284157499865,63035.02461643395,549.3720930232558,841724,2796,460.0,,-8.5,402,4.5,2.2099864027295224,1,13,9,7,0.110224103469681,3.0,4.0,5.75,1.2183272229910191,1.6600697001297071,1809,153,101,69,44,27,11.0,6.0,5.0,22,99.5,51.727997392956496,25,245,73,160,11.028446099819474,67.75,87.5,113.75,1.218581439043268,1.7608590986982202,2189,18.272727272727277,9.986571069771731,4,48,11,31,2.129144106011548,12.0,17.0,20.5,1.3702453364125506,2.568466361234462,402,19,17,15.0,9.0,5,446.0,55.24943438624508,372,506,459,372,24.708298201211672,408.0,459.0,485.0,-0.4510850689975491,-1.6446993341342235,2230,80.8,13.6088206689632,66,98,76,66,6.086049621881175,72.0,76.0,92.0,0.4066096141919284,-2.250465319145957,404,3333,1605092,387537.0,2929,2020.0
2444,878,120,3,1,2652,584,36,21,19,4,0,0,0,0,0,2,2,0,1952,432,877,59,0,58,0,30,12,0,0,14,0,4,1,0,1952,4.0,2.3540749398010083,865000.9338363319,865136.77568195,469054.806258165,469055.4721107475,448.026152951112,79.1836166810079,864890.0,865024.0,128.0,922.5,161.0,28486,28658,0,0,0,1782003,864994.0,865164.0,128.0,923.0,161.0,5,16,16,14,22.39,0.065,0.2621932570740514,1.0139594461738008,871.005999999999,180,49,29,29,45,45.74285714285714,46.49160301752045,70,33.0,209,32,1,7.256198347107438,12.550251608115166,3.0,93.0,2.0,1.0,1.894350876892854,0.4572546658639373,151.94973846824965,-875.0,1544.9813887174794,0.0829947765525246,6360.938267837781,,,,,128619,17060,27958,62.0,3649.0,,940.5,29779.0,,12274.0,0.0,0.0,1.0,,1.0,432,1.0,,-69.0,440.0,,0.4267117981941698,,0.0,0.0,382,1033.3944530120805,5270.319620762984,265.4555808656036,458495,5963,1676.0,69.0,-12.0,276,4.394927536231884,2.816802118812765,1,17,3,6,0.1695515630235385,2.0,4.0,5.0,1.5934954461225912,2.574069576074115,1213,96,68,46,32,29,20.0,17.0,9.0,25,58.6,26.30272482716065,3,134,3,68,5.26054496543213,44.0,65.0,71.0,0.5138539246699758,1.9347788890261264,1465,11.08,4.386722390730161,1,20,1,15,0.8773444781460322,8.0,11.0,15.0,-0.1581933014491433,-0.1092782815916004,277,16,13,6.0,1.0,6,251.66666666666663,159.7343628236162,58,461,58,461,65.21128055107576,120.0,272.5,350.75,-0.1263914940082676,-1.4639527666338612,1510,46.333333333333336,31.664912232101116,8,88,8,88,12.927146286443543,21.25,49.5,65.75,-0.0886842246997454,-1.4224699117954946,278,3332,1160080,248132.0,816,1046.1538461538462
2681,364,80,1,0,2449,545,20,22,4,1,0,0,2,0,0,0,0,0,2149,488,366,42,5,30,1,19,19,0,0,4,0,1,0,0,2149,4.0,1.4231333785260007,750923.826615483,751019.8448496481,433855.2874636083,433851.40167343046,577.2835215891757,116.30094869687316,697512.5,697600.0,90.0,857.0,187.0,31882,31977,0,0,0,1757904,697557.0,697643.0,90.0,857.0,187.0,4,12,12,11,21.252,0.106,0.2798811165845651,0.896880159966605,852.2380000000007,151,38,18,21,48,44.8955223880597,48.12425027463496,67,30.0,224,69,83,4.55,5.754249942873813,2.0,29.0,25.0,5.0,1.7640904187585669,0.7458128078817734,52.131482881353314,-118.0,4007.240525785861,0.1298784388995521,37661.43593184248,,,,695.0,120147,9239,8999,102.0,5859.0,,590.0,206141.0,,7503.0,0.7065454885813713,0.0,1.0,,1.0,488,1.0,,,1159.0,-1.0,0.4189124305740982,0.0,0.0,0.0,435,1296.8210556761517,23704.778317862285,414.21153846153845,582584,1715,1715.0,,-27.0,408,4.475490196078432,2.4643676404354755,1,14,6,7,0.1220043782084205,3.0,4.0,6.0,1.0803106513551142,0.8204627759145708,1826,156,109,74,54,37,23.0,9.0,4.0,20,110.75,36.64032147641089,37,198,72,152,8.19302495387002,88.5,111.5,136.25,0.2581939977796497,0.5800491019040024,2215,20.45,6.946979654194293,6,34,14,31,1.553391874508642,16.75,19.0,25.0,-0.0377993855861341,-0.1792758557076279,409,19,19,17.0,12.0,3,755.6666666666666,277.2730303028647,550,1071,550,646,160.0836586843822,598.0,646.0,858.5,1.501405704195203,,2267,141.33333333333334,49.89321931218042,104,198,104,122,28.8058636006244,113.0,122.0,160.0,1.4819007075473551,,424,4142,1007051,638631.0,2071,1028.301886792453
1758,118,46,0,0,1492,346,19,8,4,1,0,0,0,0,6,0,0,0,1397,328,118,26,0,18,0,17,8,0,0,4,0,1,0,0,1397,4.0,2.2345377636152977,796372.3277835588,796470.7055150884,399694.7647996697,399693.884841017,463.0391698711833,84.18525516726402,780482.0,780569.5,94.0,812.0,146.0,40996,41178,0,0,0,1661079,780808.0,780891.0,94.0,812.0,146.0,3,11,11,8,36.783,0.151,0.5277126865671645,1.8241355786071105,989.9890000000006,162,51,22,20,63,23.986666666666668,23.05721047644218,75,16.0,134,38,12,2.744186046511628,2.9446725362109367,2.0,16.0,1.0,1.0,1.1578460114179911,0.8742004264392325,28.53197852402281,-98.0,3242.686513583669,0.155567117585848,20516.57012905164,,,,,181376,15395,7921,161.0,6171.0,,1461.0,69933.0,,4053.0,0.0,0.0,1.0,,1.0,328,1.0,,,513.0,,0.415675766948623,,0.0,0.0,310,3667.080799269001,15169.288391052136,1066.6186440677966,443397,0,,,,301,4.355481727574751,2.325914483344492,1,14,1,5,0.1340634820599261,3.0,4.0,6.0,1.1058419135603548,1.297980384359227,1311,120,76,45,33,26,6.0,5.0,3.0,15,106.46666666666668,17.37759915468625,78,133,83,89,4.486876808211195,89.0,110.0,117.5,-0.2355402352556589,-1.134006813541824,1597,20.066666666666663,3.2616093018777144,15,27,17,18,0.8421439005338391,17.5,20.0,22.0,0.2736591969369524,0.0238937131584267,301,15,15,15.0,10.0,3,545.3333333333334,150.78903585252257,414,710,414,710,87.05809044029803,463.0,512.0,611.0,0.946155737689487,,1636,104.33333333333331,30.005555041247504,78,137,78,137,17.32371528024838,88.0,98.0,117.5,0.9075081278172576,,313,3876,1170020,468996.0,608,503.3112582781457
3815,1075,120,6,0,3966,822,40,34,7,3,6,6,0,2,0,0,0,0,3114,629,978,51,0,68,1,31,28,0,0,6,0,3,97,0,3113,4.0,3.256458083949048,1221823.0303030305,1221917.378787879,328217.8978481672,328220.0019657367,721.3754974189566,126.47593541303893,1217748.0,1217862.0,93.0,1075.0,188.0,1679,1778,0,0,0,1796804,1217780.0,1217874.0,93.0,1075.0,188.0,4,14,15,20,88.813,0.048,0.1403501022494873,1.3863149590195365,686.3119999999932,124,40,19,22,7,166.06896551724137,192.62805222101755,29,94.0,791,34,24,4.842342342342342,6.924767660960874,2.0,48.0,2.0,2.0,2.723895582888588,0.530879345603272,68.16318295945015,-223.0,9253.688588419898,0.0825358851674641,78925.74651912444,,,389.7170665590024,1182.0,41728,5458,4430,-6.0,1729.0,,605.0,647823.0,,1410.0,2.023183124015775,0.0,1.0,,1.0,629,1.0,,0.0,838.0,-1.0,0.353433811944885,,0.0,0.0,411,2917.3732951707284,59273.92807247076,279.83627906976744,818142,3263,459.0,,-11.5,413,5.227602905569007,2.868732225181946,1,17,11,5,0.1411610844640399,3.0,5.0,7.0,0.9409440313726886,0.7754505555699551,2159,214,166,122,80,51,35.0,28.0,15.0,19,134.3684210526316,75.0305201059437,40,324,40,137,17.213181832795012,74.5,137.0,163.0,1.0249581780884556,0.9267731391940788,2553,21.73684210526316,13.415754028020595,6,60,8,20,3.0777850557652897,12.0,20.0,27.5,1.3854480682150117,2.4642049904955967,413,18,17,14.0,12.0,6,431.8333333333333,308.27612081811765,148,1018,148,1018,125.85319931482783,269.75,356.5,442.5,1.7450989230573628,3.503690987955375,2591,69.83333333333333,50.53876400018769,26,165,26,165,20.63236400523325,39.75,55.5,75.75,1.690392400122222,3.10910657047282,419,6640,906028,287014.0,4648,3458.3333333333335
4095,418,1011,2,0,3651,774,36,29,4,14,2,0,0,0,2,0,0,0,3309,711,418,916,2,52,38,32,26,0,0,4,0,12,0,0,3308,4.0,1.871945922183164,530513.8811074919,530600.7779587405,341163.0830438626,341171.1767902125,971.8163359639684,188.51691922441097,477266.0,477387.5,96.0,1551.0,310.0,921,1065,0,0,0,1793063,477302.0,477428.0,96.0,1551.0,310.0,4,15,16,12,33.099,0.042,0.0871012630179476,0.5406851090313842,393.0879999999977,55,19,4,5,7,374.0,469.0194801149231,12,302.5,1628,293,312,4.058252427184466,6.516683329879573,2.0,46.0,25.0,1.0,2.518010498312772,0.7925991579880346,63.74844681662079,-169.0,3326.4103804463107,0.1150922909880564,29128.884004079824,2454.444484376206,,,404.9473684210527,99555,5443,1426,20.0,4340.0,,206.0,170818.0,,888.0,2.3477567426136887,0.0,1.0,,1.0,711,1.0,,,3377.0,-1.0,0.3969432976798155,0.0,0.0,0.0,648,396.5347139614624,7649.623857330604,157.0,1023390,1204,602.0,,-26.0,636,4.583333333333333,2.4094902043003663,1,13,11,4,0.095542501364637,3.0,4.0,6.0,0.9279923656244428,0.6036453340176888,2915,267,193,123,86,49,24.0,16.0,7.0,27,130.5185185185185,57.94849860029585,35,274,101,35,11.152193755338487,94.5,120.0,157.5,0.7657372130307922,0.554218982887206,3524,23.55555555555556,10.696273014945737,6,48,19,6,2.0584987015015503,16.5,20.0,30.5,0.5570961515446006,-0.177692879821254,636,25,25,23.0,19.0,5,714.6,316.341271414275,312,1128,312,542,141.47211739420598,542.0,685.0,906.0,0.0952620462950669,-0.7967124545708408,3573,127.2,60.34649948422857,54,208,54,94,26.98777501017821,94.0,115.0,165.0,0.2860852720278179,-0.9674384499039136,636,3667,1050499,837620.0,5018,4595.2380952380945
3374,312,64,6,0,2921,685,33,20,10,14,0,1,1,1,0,0,0,0,2684,623,312,36,0,28,0,30,18,0,0,8,0,14,0,0,2682,4.0,2.158460032848445,760148.7100638978,760283.9856230032,477991.9149649769,477996.4707927632,647.9237935290079,155.79433640584296,658214.5,658245.0,133.0,1316.0,274.0,69136,69259,0,0,0,1799899,658230.0,658260.0,133.0,1316.0,274.0,4,12,14,16,26.948,0.046,0.1786218122626145,0.8460906535219985,658.3999999999971,54,35,13,18,43,59.09836065573771,58.942261272659245,61,37.0,265,168,22,3.50561797752809,5.946969425884112,2.0,47.0,1.0,2.0,2.129541524615385,0.7981551817688551,115.3556946894712,-199.0,2939.634603064961,0.1429712460063897,25510.00680482732,,,,,145543,3310,18140,11.0,12456.0,,511.5,131537.0,,8523.0,0.0,0.0,-1.1111111111111112,,1.0,623,1.0,,,671.0,,0.4075420041161344,,0.0,0.0,504,2065.702886375649,19065.68244713824,498.3301282051282,689175,5237,843.5,,-23.5,537,4.417132216014897,2.4190484682648816,1,13,6,4,0.1043896465593195,3.0,4.0,5.0,1.4411427562886432,2.306178871303411,2372,207,128,79,52,41,29.0,17.0,11.0,26,110.8846153846154,40.21276108210121,26,188,90,176,7.886371286656869,83.0,117.0,139.0,-0.086717131638543,-0.4598779177962919,2883,20.653846153846157,7.894009413180644,4,33,14,33,1.5481426168574322,13.25,21.5,26.0,-0.0976147220057585,-0.7910372910488848,537,25,23,20.0,16.0,4,734.0,125.14524894431004,622,894,622,648,62.57262447215501,641.5,710.0,802.5,0.7176704149425631,-1.6834741195592766,2936,135.5,24.63736998950984,114,168,114,119,12.31868499475492,117.75,130.0,147.75,0.8944235456730336,-0.7947205719109025,542,4480,423680,1594368.0,2304,2782.608695652174
